id,observed_on,user_id,quality_grade,url,image_url,description,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
51184,2011-08-05,4702,research,http://www.inaturalist.org/observations/51184,https://static.inaturalist.org/photos/81158/medium.JPG?1401760714,"","Fianarantsoa, MG",-21.310188782,47.2863860368,,obscured,true,Propithecus edwardsi,Milne-Edwards' Sifaka,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus edwardsi,
58624,2011-10-09,5377,research,http://www.inaturalist.org/observations/58624,https://static.inaturalist.org/photos/91191/medium.jpg,Diurnal lemur. May be a bamboo lemur species. ,"Vatovavy Fitovinany, MG-FI, MG",-21.3233202885,47.5400755842,,obscured,true,Eulemur rufifrons,Red-fronted Brown Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rufifrons,
109294,2012-01-04,6578,needs_id,http://www.inaturalist.org/observations/109294,https://static.inaturalist.org/photos/156184/medium.jpg,"",Ranomafana,-21.236902,47.42363,,,false,Parectatosoma,,Animalia,Arthropoda,Insecta,Phasmida,Anisacanthidae,Parectatosoma,,
109295,2012-01-04,6578,needs_id,http://www.inaturalist.org/observations/109295,https://static.inaturalist.org/photos/156186/medium.jpg,"","Vatovavy Fitovinany, MG-FI, MG",-21.2950222606,47.2884717382,,obscured,true,Mantella,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,,
109296,2012-01-04,6578,research,http://www.inaturalist.org/observations/109296,https://static.inaturalist.org/photos/156187/medium.jpg,"",Ranomafana,-21.2294771979,47.5177317405,,,false,Trachelophorus giraffa,Giraffe Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Attelabidae,Trachelophorus,Trachelophorus giraffa,
168040,2003-03-13,4422,research,http://www.inaturalist.org/observations/168040,https://static.inaturalist.org/photos/224511/medium.jpg?1356654964,"Mantella baroni found at site Vatoharanana, primary rainforest, within the boundaries of Ranomafana National Park in southeast Madagascar. S21°13.562’, E047°22.178’","Fianarantsoa, , Fianarantsoa, MG",-21.1455654143,47.287245124,,,false,Mantella baroni,Baron's Mantella,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella baroni,
183666,2011-08-31,3320,research,http://www.inaturalist.org/observations/183666,https://static.inaturalist.org/photos/238438/medium.jpg?1358741960,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.2516733878,47.5187511563,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
183667,2011-08-31,3320,research,http://www.inaturalist.org/observations/183667,https://static.inaturalist.org/photos/238439/medium.jpg?1358741963,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.3716786741,47.5387492503,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
183668,2011-08-31,3320,research,http://www.inaturalist.org/observations/183668,https://static.inaturalist.org/photos/238440/medium.jpg?1358741965,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.296368228,47.5974835799,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
183669,2011-08-31,3320,research,http://www.inaturalist.org/observations/183669,https://static.inaturalist.org/photos/238441/medium.jpg?1358741968,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma fallax,Deceptive Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma fallax,
183670,2011-08-31,3320,research,http://www.inaturalist.org/observations/183670,https://static.inaturalist.org/photos/238442/medium.jpg?1358741969,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
183671,2011-08-31,3320,research,http://www.inaturalist.org/observations/183671,https://static.inaturalist.org/photos/238443/medium.jpg?1358741975,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
183672,2011-08-31,3320,research,http://www.inaturalist.org/observations/183672,https://static.inaturalist.org/photos/238444/medium.jpg?1358741974,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.3603536327,47.4768382516,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
183674,2011-08-31,3320,research,http://www.inaturalist.org/observations/183674,https://static.inaturalist.org/photos/238447/medium.jpg?1358742192,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.2283764965,47.5924270403,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
183675,2011-08-31,3320,research,http://www.inaturalist.org/observations/183675,https://static.inaturalist.org/photos/238448/medium.jpg?1358742198,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.3941706379,47.5239056516,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
183676,2011-08-31,3320,research,http://www.inaturalist.org/observations/183676,https://static.inaturalist.org/photos/238449/medium.jpg?1358742203,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com","Vatovavy Fitovinany, MG-FI, MG",-21.2779610312,47.5167125893,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
183677,2011-08-31,3320,research,http://www.inaturalist.org/observations/183677,https://static.inaturalist.org/photos/238450/medium.jpg?1358742200,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
183683,2011-08-31,3320,research,http://www.inaturalist.org/observations/183683,https://static.inaturalist.org/photos/238457/medium.jpg?1358743209,"Calumma crypticum next to a Boophis madagascariensis.

For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
183684,2011-08-31,3320,research,http://www.inaturalist.org/observations/183684,https://static.inaturalist.org/photos/238460/medium.jpg?1358743221,"Boophis madagascariensis next to a Calumma crypticum.

For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Boophis madagascariensis,Madagascar Bright-eyed Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis madagascariensis,
183685,2011-08-31,3320,research,http://www.inaturalist.org/observations/183685,https://static.inaturalist.org/photos/238462/medium.jpg?1358743224,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Calumma fallax,Deceptive Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma fallax,
183686,2011-08-31,3320,research,http://www.inaturalist.org/observations/183686,https://static.inaturalist.org/photos/238459/medium.jpg?1358743217,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Boophis madagascariensis,Madagascar Bright-eyed Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis madagascariensis,
183687,2011-08-31,3320,research,http://www.inaturalist.org/observations/183687,https://static.inaturalist.org/photos/238458/medium.jpg?1358743216,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Boophis madagascariensis,Madagascar Bright-eyed Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis madagascariensis,
183688,2011-09-02,3320,research,http://www.inaturalist.org/observations/183688,https://static.inaturalist.org/photos/238461/medium.jpg?1358743224,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Mantella baroni,Baron's Mantella,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantella,Mantella baroni,
183689,2011-09-02,3320,research,http://www.inaturalist.org/observations/183689,https://static.inaturalist.org/photos/238467/medium.jpg?1358743385,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Aglyptodactylus madagascariensis,Madagascar Jumping Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus madagascariensis,
183690,2011-09-02,3320,needs_id,http://www.inaturalist.org/observations/183690,https://static.inaturalist.org/photos/238465/medium.jpg?1358743377,"For further information, to see additional images or to enquire about using my photos, feel free to contact me via www.madagascar-photography.com",Ranomafana,-21.254571779,47.421358824,,open,false,Aglyptodactylus madagascariensis,Madagascar Jumping Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus madagascariensis,
319301,2007-04-28,18222,research,http://www.inaturalist.org/observations/319301,https://static.inaturalist.org/photos/397001/medium.jpg?1372821029,"","Ranomafana National Park, Madagascar",-21.320082,47.396393,,,false,Zonosaurus ornatus,Ornate Girdled Lizard,Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Zonosaurus,Zonosaurus ornatus,
323536,2007-04-27,18222,research,http://www.inaturalist.org/observations/323536,https://static.inaturalist.org/photos/402701/medium.jpg?1373172783,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Aglyptodactylus madagascariensis,Madagascar Jumping Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus madagascariensis,
323538,2007-04-27,18222,research,http://www.inaturalist.org/observations/323538,https://static.inaturalist.org/photos/402703/medium.jpg?1373172811,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Plethodontohyla notosticta,Mahanoro Digging Frog,Animalia,Chordata,Amphibia,Anura,Microhylidae,Plethodontohyla,Plethodontohyla notosticta,
323539,2007-04-27,18222,needs_id,http://www.inaturalist.org/observations/323539,https://static.inaturalist.org/photos/402704/medium.jpg?1373172831,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Blommersia blommersae,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Blommersia,Blommersia blommersae,
323541,2007-04-27,18222,research,http://www.inaturalist.org/observations/323541,https://static.inaturalist.org/photos/402708/medium.jpg?1373172852,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Ptychadena mascareniensis,Mascarene Ridged Frog,Animalia,Chordata,Amphibia,Anura,Ptychadenidae,Ptychadena,Ptychadena mascareniensis,
323542,2007-04-27,18222,research,http://www.inaturalist.org/observations/323542,https://static.inaturalist.org/photos/402709/medium.jpg?1373172875,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,open,false,Aglyptodactylus madagascariensis,Madagascar Jumping Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Aglyptodactylus,Aglyptodactylus madagascariensis,
323543,2007-04-27,18222,research,http://www.inaturalist.org/observations/323543,https://static.inaturalist.org/photos/402710/medium.jpg?1373172895,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Guibemantis pulcher,Pandanus Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis pulcher,
323545,2007-04-27,18222,research,http://www.inaturalist.org/observations/323545,https://static.inaturalist.org/photos/402712/medium.jpg?1373172918,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Guibemantis liber,Free Madagascar Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis liber,
323548,2007-04-27,18222,research,http://www.inaturalist.org/observations/323548,https://static.inaturalist.org/photos/402715/medium.jpg?1373172941,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Mantidactylus majori,Ivohimanita Madagascar Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantidactylus,Mantidactylus majori,
323550,2007-04-27,18222,needs_id,http://www.inaturalist.org/observations/323550,https://static.inaturalist.org/photos/402718/medium.jpg?1373172973,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Guibemantis depressiceps,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Guibemantis,Guibemantis depressiceps,
323553,2007-04-27,18222,research,http://www.inaturalist.org/observations/323553,https://static.inaturalist.org/photos/402722/medium.jpg?1373172995,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Calumma gastrotaenia,Perinet Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma gastrotaenia,
323555,2007-04-27,18222,research,http://www.inaturalist.org/observations/323555,https://static.inaturalist.org/photos/402724/medium.jpg?1373173018,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Boophis reticulatus,Reticulate Bright-eyed Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,Boophis reticulatus,
323557,2007-04-27,18222,research,http://www.inaturalist.org/observations/323557,https://static.inaturalist.org/photos/402727/medium.jpg?1373173043,"",,-21.3747080559,47.3344130667,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
323559,2007-04-28,18222,needs_id,http://www.inaturalist.org/observations/323559,https://static.inaturalist.org/photos/402729/medium.jpg?1373173068,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Gephyromantis,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,,
323562,2007-04-28,18222,research,http://www.inaturalist.org/observations/323562,https://static.inaturalist.org/photos/402734/medium.jpg?1373173095,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Gephyromantis ceratophrys,,Animalia,Chordata,Amphibia,Anura,Mantellidae,Gephyromantis,Gephyromantis ceratophrys,
323563,2007-04-28,18222,research,http://www.inaturalist.org/observations/323563,https://static.inaturalist.org/photos/402736/medium.jpg?1373173135,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Mantidactylus opiparis,Central Madagascar Frog,Animalia,Chordata,Amphibia,Anura,Mantellidae,Mantidactylus,Mantidactylus opiparis,
323564,2007-04-28,18222,research,http://www.inaturalist.org/observations/323564,https://static.inaturalist.org/photos/402738/medium.jpg?1373173164,"","Fianarantsoa, MG",-21.2141884427,47.3071733465,,obscured,true,Prolemur simus,Greater Bamboo Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Prolemur,Prolemur simus,
323565,2007-04-28,18222,research,http://www.inaturalist.org/observations/323565,https://static.inaturalist.org/photos/402741/medium.jpg?1373173186,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Brookesia superciliaris,Brown Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia superciliaris,
323567,2007-04-28,18222,research,http://www.inaturalist.org/observations/323567,https://static.inaturalist.org/photos/402743/medium.jpg?1373173205,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,open,false,Uroplatus phantasticus,Satanic Leaf-tailed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,
323568,2007-04-28,18222,research,http://www.inaturalist.org/observations/323568,https://static.inaturalist.org/photos/402744/medium.jpg?1373173231,"","Fianarantsoa, MG",-21.3078727716,47.2674656186,,obscured,true,Eulemur rubriventer,Red-bellied Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rubriventer,
323573,2007-04-28,18222,research,http://www.inaturalist.org/observations/323573,https://static.inaturalist.org/photos/402749/medium.jpg?1373173255,"","Fianarantsoa, MG",-21.3807890883,47.391444478,,obscured,true,Eulemur rubriventer,Red-bellied Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,Eulemur rubriventer,
323576,2007-04-28,18222,research,http://www.inaturalist.org/observations/323576,https://static.inaturalist.org/photos/402752/medium.jpg?1373173274,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Brookesia superciliaris,Brown Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia superciliaris,
323578,2007-04-28,18222,research,http://www.inaturalist.org/observations/323578,https://static.inaturalist.org/photos/402758/medium.jpg?1373173319,Two individuals pictured.,"Ranomafana National Park, Madagascar",-21.399378,47.39914,,open,false,Phelsuma quadriocellata quadriocellata,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma quadriocellata,Phelsuma quadriocellata quadriocellata
323579,2007-04-28,18222,needs_id,http://www.inaturalist.org/observations/323579,https://static.inaturalist.org/photos/402760/medium.jpg?1373173337,"","Ranomafana National Park, Madagascar",-21.399378,47.39914,,,false,Trachylepis,Afro-Malagasy Mabuyas,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,,
